s,sLabel
http://www.wikidata.org/entity/Q3344927,Noureddine Aba
http://www.wikidata.org/entity/Q3343512,Norbert Narach
http://www.wikidata.org/entity/Q2413639,Ivan Albreht
http://www.wikidata.org/entity/Q3319161,Abdellah Mohia
http://www.wikidata.org/entity/Q3341013,Nicole Caligaris
http://www.wikidata.org/entity/Q3340819,Nicolas Thomas Barthe
http://www.wikidata.org/entity/Q3317940,Modison Salayedvwa Magagula
http://www.wikidata.org/entity/Q3362573,Paol Keineg
http://www.wikidata.org/entity/Q11603086,Fumio Kakehi
http://www.wikidata.org/entity/Q11520437,Katsuo Motobayashi
http://www.wikidata.org/entity/Q11455200,Takashi Miyata
http://www.wikidata.org/entity/Q11487597,Zhang Nanshi
http://www.wikidata.org/entity/Q11591727,Yoshio Fukui
http://www.wikidata.org/entity/Q11586987,Kenji Ishida
http://www.wikidata.org/entity/Q11320330,David Handler
http://www.wikidata.org/entity/Q11523314,Mariko Muramatsu
http://www.wikidata.org/entity/Q11468014,Kuninori Yamasaki
http://www.wikidata.org/entity/Q11518759,Kazuhisa Kimura
http://www.wikidata.org/entity/Q11596512,Naoki Inagaki
http://www.wikidata.org/entity/Q11463216,Teruhiko Komachiya
http://www.wikidata.org/entity/Q11540631,Masato Uematsu
http://www.wikidata.org/entity/Q11321385,Thomas Harris Block
http://www.wikidata.org/entity/Q11599161,Tadao Takemoto
http://www.wikidata.org/entity/Q11538047,Nobuyuki Sakuraba
http://www.wikidata.org/entity/Q11635621,Kanko Akagi
http://www.wikidata.org/entity/Q11270984,Chisato Tashiro
http://www.wikidata.org/entity/Q11514371,Shinko Tokizane
http://www.wikidata.org/entity/Q11621883,Jin’ichi Kuramae
http://www.wikidata.org/entity/Q11581711,Akira Naoi
http://www.wikidata.org/entity/Q11632262,Akiyoshi Shikina
http://www.wikidata.org/entity/Q11510661,Tatsuo Hino
http://www.wikidata.org/entity/Q11477292,Aya Takaya
http://www.wikidata.org/entity/Q11646769,Yukihiko Kaneko
http://www.wikidata.org/entity/Q523580,Q523580
http://www.wikidata.org/entity/Q791040,Q791040
http://www.wikidata.org/entity/Q823400,Juraj Palkovič
http://www.wikidata.org/entity/Q842449,Novella Matveyeva
http://www.wikidata.org/entity/Q923554,Gustave Stoskopf
http://www.wikidata.org/entity/Q918625,Edward Bond
http://www.wikidata.org/entity/Q2377723,Jean-Baptiste Cousin de Grainville
http://www.wikidata.org/entity/Q2414646,Achilles Mussche
http://www.wikidata.org/entity/Q2392898,John Brown
http://www.wikidata.org/entity/Q3309153,Q3309153
http://www.wikidata.org/entity/Q3310648,Q3310648
http://www.wikidata.org/entity/Q3314048,Q3314048
http://www.wikidata.org/entity/Q3327876,Q3327876
http://www.wikidata.org/entity/Q3332173,Q3332173
http://www.wikidata.org/entity/Q3332732,Q3332732
http://www.wikidata.org/entity/Q3340063,Q3340063
http://www.wikidata.org/entity/Q3340965,Q3340965
http://www.wikidata.org/entity/Q3351451,Q3351451
http://www.wikidata.org/entity/Q3335188,Naig Rozmor
http://www.wikidata.org/entity/Q3336604,Nathalie Handal
http://www.wikidata.org/entity/Q3359917,Petre M. Andreevski
http://www.wikidata.org/entity/Q528804,Severo Sarduy
http://www.wikidata.org/entity/Q531150,George Robert Sims
http://www.wikidata.org/entity/Q807448,Barbara Guest
http://www.wikidata.org/entity/Q850141,Caroline Norton
http://www.wikidata.org/entity/Q918279,John Marston
http://www.wikidata.org/entity/Q918599,Rutebeuf
http://www.wikidata.org/entity/Q918731,Daniel Heinsius
http://www.wikidata.org/entity/Q921405,Stanisław Przybyszewski
http://www.wikidata.org/entity/Q890211,Xu Wei
http://www.wikidata.org/entity/Q2378545,Georges Chennevière
http://www.wikidata.org/entity/Q2390659,Willem Jan Otten
http://www.wikidata.org/entity/Q2392990,Zinken Hopp
http://www.wikidata.org/entity/Q2404529,Victor Emile Michelet
http://www.wikidata.org/entity/Q3335849,Naomi Wallace
http://www.wikidata.org/entity/Q518040,Uffo Horn
http://www.wikidata.org/entity/Q822205,Bernard-Joseph Saurin
http://www.wikidata.org/entity/Q834579,Kong Shangren
http://www.wikidata.org/entity/Q11314044,Q11314044
http://www.wikidata.org/entity/Q11436317,Q11436317
http://www.wikidata.org/entity/Q11441784,Q11441784
http://www.wikidata.org/entity/Q11488449,Q11488449
http://www.wikidata.org/entity/Q11496454,Q11496454
http://www.wikidata.org/entity/Q11501361,Q11501361
http://www.wikidata.org/entity/Q11519063,Q11519063
http://www.wikidata.org/entity/Q11522425,Q11522425
http://www.wikidata.org/entity/Q11522579,Q11522579
http://www.wikidata.org/entity/Q11549904,Q11549904
http://www.wikidata.org/entity/Q11554872,Q11554872
http://www.wikidata.org/entity/Q11566349,Q11566349
http://www.wikidata.org/entity/Q11567125,Q11567125
http://www.wikidata.org/entity/Q11587060,Q11587060
http://www.wikidata.org/entity/Q11613460,Q11613460
http://www.wikidata.org/entity/Q2373798,Fulke Greville
http://www.wikidata.org/entity/Q11651465,Q11651465
http://www.wikidata.org/entity/Q3362899,Niyi Osundare
http://www.wikidata.org/entity/Q3307926,Sonia Sanchez
http://www.wikidata.org/entity/Q3340795,Nicolas Soret
http://www.wikidata.org/entity/Q788525,Paul-Eerik Rummo
http://www.wikidata.org/entity/Q800005,Kanstantsia Builo
http://www.wikidata.org/entity/Q809546,Bartolomé Torres Naharro
http://www.wikidata.org/entity/Q809732,Roger Vitrac
http://www.wikidata.org/entity/Q868839,Constantin Negruzzi
http://www.wikidata.org/entity/Q3309709,Michel Garneau
http://www.wikidata.org/entity/Q3310534,Michel Paul Guy de Chabanon
http://www.wikidata.org/entity/Q3340050,Nicola Avancini
http://www.wikidata.org/entity/Q3340318,Nicolas Filleul de La Chesnaye
http://www.wikidata.org/entity/Q772240,Georges de Scudéry
http://www.wikidata.org/entity/Q835566,Pierre-Antoine Lebrun
http://www.wikidata.org/entity/Q850422,François Bréda
http://www.wikidata.org/entity/Q913570,Pierre Bourgeade
http://www.wikidata.org/entity/Q919103,Ugo Betti
http://www.wikidata.org/entity/Q2382539,Francesc de Paula Burguera
http://www.wikidata.org/entity/Q2386999,Marc Michel
http://www.wikidata.org/entity/Q2397579,Ané Doorson
http://www.wikidata.org/entity/Q2407312,Yacov Cohen
http://www.wikidata.org/entity/Q3319082,Thomas MacDonagh
http://www.wikidata.org/entity/Q3332900,Mélanie Waldor
http://www.wikidata.org/entity/Q3340957,Nicolas de Montreux
http://www.wikidata.org/entity/Q3348844,Octave Lacroix
http://www.wikidata.org/entity/Q3349404,Salil Chowdhury
http://www.wikidata.org/entity/Q913028,Stig Håkan Larsson
http://www.wikidata.org/entity/Q2376577,Guidubaldo Bonarelli della Rovere
http://www.wikidata.org/entity/Q2381616,Pere Quart
http://www.wikidata.org/entity/Q2394080,Jafar Jabbarly
http://www.wikidata.org/entity/Q2404425,Charles Collé
http://www.wikidata.org/entity/Q2408299,Alfredo Chavero
http://www.wikidata.org/entity/Q3319086,William Alabaster
http://www.wikidata.org/entity/Q3340150,Nicolas Brazier
http://www.wikidata.org/entity/Q518152,Nino Martoglio
http://www.wikidata.org/entity/Q523039,André Theuriet
http://www.wikidata.org/entity/Q526473,Milos Macourek
http://www.wikidata.org/entity/Q771295,Enrique Amorim
http://www.wikidata.org/entity/Q782615,Pieter Langendijk
http://www.wikidata.org/entity/Q824077,Tadeusz Hołuj
http://www.wikidata.org/entity/Q857714,Camil Petrescu
http://www.wikidata.org/entity/Q866272,Dev Virahsawmy
http://www.wikidata.org/entity/Q2392554,Iulia Hasdeu
http://www.wikidata.org/entity/Q2404968,Ambrose Philips
http://www.wikidata.org/entity/Q3369141,Patricia Reznikov
